pour,pɔ':r,～を注ぐ,Stage2 Verbs (2),923
vanish,væ'niʃ,消える,Stage2 Verbs (2),924
restore,ristɔ':r,～を修復する,Stage2 Verbs (2),925
deserve to be,dizə':rv tə bí:,当然だ,Stage2 Verbs (2),926
laboratory,læ'b(ə)rətɔ`:ri,研究所,Stage2 Nouns (2),927
conference,kɑ'nf(ə)rəns,会議,Stage2 Nouns (2),928
continent,kɑ'nt(ə)nənt,大陸,Stage2 Nouns (2),929
insurance,inʃú(ə)rəns,保険,Stage2 Nouns (2),930
crew,krú:,乗組員たち,Stage2 Nouns (2),931
poverty,pɑ'vərti,貧乏,Stage2 Nouns (2),932
shortage,ʃɔ':rtiʤ,不足,Stage2 Nouns (2),933
affair,əféər,情勢,Stage2 Nouns (2),934
exception,iksépʃən,例外,Stage2 Nouns (2),935
wage,wéiʤ,賃金,Stage2 Nouns (2),936
wisdom,wízdəm,知恵,Stage2 Nouns (2),937
tax,tæ'ks,税金,Stage2 Nouns (2),938
evolution,èvəlú:ʃən,進化,Stage2 Nouns (2),939
barrier,bæ'riər,壁,Stage2 Nouns (2),940
category,kæ'təgɔ`:ri,範ちゅう,Stage2 Nouns (2),941
unit,jú:nit,単位,Stage2 Nouns (2),942
reputation,rèpjutéiʃən,評判,Stage2 Nouns (2),943
virtue,və':rʧu:,美徳,Stage2 Nouns (2),944
courage,kə':riʤ,勇気,Stage2 Nouns (2),945
sympathy,símpəθi,同情,Stage2 Nouns (2),946
union,jú:njən,組合,Stage2 Nouns (2),947
civilization,sìvəlizéiʃən,文明,Stage2 Nouns (2),948
volume,vɑ'lju:m,冊,Stage2 Nouns (2),949
blossom,blɑ'səm,花,Stage2 Nouns (2),950
era,í(ə)rə,時代,Stage2 Nouns (2),951
dispute,dispjú:t,紛争,Stage2 Nouns (2),952
tourism,tú(ə)rizm,観光,Stage2 Nouns (2),953
mankind,mænkáind,人類,Stage2 Nouns (2),954
murder,mə':rdər,殺人,Stage2 Nouns (2),955
landscape,læ'ndskèip,風景,Stage2 Nouns (2),956
destination,dèstənéiʃən,目的地,Stage2 Nouns (2),957
tale,téil,話,Stage2 Nouns (2),958
reform,rifɔ':rm,改革,Stage2 Nouns (2),959
muscle,mʌ'sl,筋肉,Stage2 Nouns (2),960
prospect,prɑ'spekt,見通し,Stage2 Nouns (2),961
corporation,kɔ`:rpəréiʃən,企業,Stage2 Nouns (2),962
colony,kɑ'ləni,植民地,Stage2 Nouns (2),963
quarrel,kwɔ':rəl,口論,Stage2 Nouns (2),964
profession,prəféʃən,職業,Stage2 Nouns (2),965
aspect,æ'spekt,側面,Stage2 Nouns (2),966
pause,pɔ':z,休止,Stage2 Nouns (2),967
conflict,kənflíkt,対立,Stage2 Nouns (2),968
privilege,prív(ə)liʤ,特権,Stage2 Nouns (2),969
prosperity,prɑspérəti,繁栄,Stage2 Nouns (2),970
genius,ʤí:njəs,天才,Stage2 Nouns (2),971
seed,sí:d,種,Stage2 Nouns (2),972
symptom,símptəm,症状,Stage2 Nouns (2),973
merit,mérit,長所,Stage2 Nouns (2),974
layer,léiər,層,Stage2 Nouns (2),975
clue,klú:,手がかり,Stage2 Nouns (2),976
circumstances,sə':rkəmstæn(t)siz,状況,Stage2 Nouns (2),977
district,dístrikt,地区,Stage2 Nouns (2),978
prison,prízn,刑務所,Stage2 Nouns (2),979
companion,kəmpæ'njən,仲間,Stage2 Nouns (2),980
executive,igzékjutiv,執行責任者,Stage2 Nouns (2),981
Justice,ʤʌ'stis,正義,Stage2 Nouns (2),982
procedure,prəsí:ʤər,手続き,Stage2 Nouns (2),983
ray,réi,光線,Stage2 Nouns (2),984
heaven,hévən,天国,Stage2 Nouns (2),985
luxury,lʌ'kʃəri,贅沢,Stage2 Nouns (2),986
oxygen,ɑ'ksiʤən,酸素,Stage2 Nouns (2),987
fund,fʌ'nd,資金,Stage2 Nouns (2),988
theme,θí:m,主題、テーマ,Stage2 Nouns (2),989
boundary,báund(ə)ri,境界,Stage2 Nouns (2),990
ambition,æmbíʃən,熱望,Stage2 Nouns (2),991
forecast,fɔ':rkæ`st,予報,Stage2 Nouns (2),992
psychology,saikɑ'ləʤi,心理学,Stage2 Nouns (2),993
labor,léibər,労働,Stage2 Nouns (2),994
committee,kəmíti,委員会,Stage2 Nouns (2),995
physician,fizíʃən,医者,Stage2 Nouns (2),996
philosophy,filɑ'səfi,哲学,Stage2 Nouns (2),997
affection,əfékʃən,愛情,Stage2 Nouns (2),998
candidate,kæ'ndidèit,候補,Stage2 Nouns (2),999
bomb,bɑ'm,爆弾,Stage2 Nouns (2),1000
priority,praiɔ':rəti,優先,Stage2 Nouns (2),1001
obstacle,ɑ'bstəkl,障害,Stage2 Nouns (2),1002
appetite,æ'pətàit,食欲,Stage2 Nouns (2),1003
tension,ténʃən,緊張,Stage2 Nouns (2),1004
tribe,tráib,部族,Stage2 Nouns (2),1005
budget,bʌ'ʤit,予算,Stage2 Nouns (2),1006
campaign,kæmpéin,運動、キャンペーン,Stage2 Nouns (2),1007
sorrow,sɑ'rou,悲しみ,Stage2 Nouns (2),1008
satellite,sæ'təlàit,衛星,Stage2 Nouns (2),1009
insight,ínsàit,洞察,Stage2 Nouns (2),1010
cough,kɔ':f,せき,Stage2 Nouns (2),1011
fate,féit,運命,Stage2 Nouns (2),1012
scheme,skí:m,計画,Stage2 Nouns (2),1013
insult,insʌ'lt,侮辱,Stage2 Nouns (2),1014
inhabitant,inhæ'bət(ə)nt,住民,Stage2 Nouns (2),1015
fossil,fɑ's(ə)l,化石,Stage2 Nouns (2),1016
motive,móutiv,動機,Stage2 Nouns (2),1017
instinct,ínstiŋkt,本能,Stage2 Nouns (2),1018
legend,léʤənd,伝説,Stage2 Nouns (2),1019
empire,émpaiər,帝国,Stage2 Nouns (2),1020
suburb,sʌ'bə:rb,郊外,Stage2 Nouns (2),1021
architecture,ɑ':rkətèkʧər,建築,Stage2 Nouns (2),1022
passion,pæ'ʃən,情熱,Stage2 Nouns (2),1023
cancer,kæ'nsər,ガン,Stage2 Nouns (2),1024
logic,lɑ'ʤik,論理,Stage2 Nouns (2),1025
dozen,dóuzn,ダース,Stage2 Nouns (2),1026
harvest,hɑ':rvist,収穫,Stage2 Nouns (2),1027
ingredient,ingrí:diənt,材料,Stage2 Nouns (2),1028
hypothesis,haipɑ'θəsis,仮説,Stage2 Nouns (2),1029
voyage,vɔ'iiʤ,航海,Stage2 Nouns (2),1030
editor,édətər,編集者,Stage2 Nouns (2),1031
option,ɑ'pʃən,選択の自由,Stage2 Nouns (2),1032
hemisphere,hémisfìər,半球,Stage2 Nouns (2),1033
mechanism,mékənìzm,仕組み,Stage2 Nouns (2),1034
anthropologist,æ`nθrəpɑ'ləʤist,人類学者,Stage2 Nouns (2),1035
tragedy,træ'ʤədi,悲劇,Stage2 Nouns (2),1036
antibiotic,æ`ntaibaiɑ'tik,抗生物質,Stage2 Nouns (2),1037
fare,féər,運賃,Stage2 Nouns (2),1038
debt,dét,借金,Stage2 Nouns (2),1039
curriculum,kəríkjuləm,教育課程,Stage2 Nouns (2),1040
component,kəmpóunənt,構成要素,Stage2 Nouns (2),1041
wheat,(h)wi:t,小麦,Stage2 Nouns (2),1042
usage,jú:siʤ,語法,Stage2 Nouns (2),1043
castle,kæ'sl,城,Stage2 Nouns (2),1044
famine,fæ'min,飢饉,Stage2 Nouns (2),1045
extinction,ikstíŋkʃən,絶滅,Stage2 Nouns (2),1046
purse,pə':rs,財布,Stage2 Nouns (2),1047
folk,fóuk,民族,Stage2 Nouns (2),1048
explosion,iksplóuʒən,爆発,Stage2 Nouns (2),1049
portion,pɔ':rʃən,部分,Stage2 Nouns (2),1050
organism,ɔ':rgənìzm,生物,Stage2 Nouns (2),1051
merchant,mə':rʧənt,商人,Stage2 Nouns (2),1052
myth,míθ,神話,Stage2 Nouns (2),1053
incident,ínsəd(ə)nt,出来事,Stage2 Nouns (2),1054
wildlife,wáildlaif,野生生物,Stage2 Nouns (2),1055
congress,kɑ':ŋgres,議会,Stage2 Nouns (2),1056
bay,béi,湾,Stage2 Nouns (2),1057
penalty,pén(ə)lti,刑,Stage2 Nouns (2),1058
heritage,héritiʤ,遺産,Stage2 Nouns (2),1059
diversity,divə':rsəti,多様性,Stage2 Nouns (2),1060
thumb,θʌ'm,親指,Stage2 Nouns (2),1061
geography,ʤiɑ'grəfi,地理,Stage2 Nouns (2),1062
factor,fæ'ktər,要因,Stage2 Nouns (2),1063
discrimination,diskrìmənéiʃən,差別,Stage2 Nouns (2),1064
virus,vái(ə)rəs,ウイルス,Stage2 Nouns (2),1065
statue,stæ'ʧu:,像,Stage2 Nouns (2),1066
priest,prí:st,神父,Stage2 Nouns (2),1067
pioneer,pàiəníər,先駆者,Stage2 Nouns (2),1068
trait,tréit,特徴,Stage2 Nouns (2),1069
bond,bɑ'nd,きずな,Stage2 Nouns (2),1070
grocery,gróus(ə)ri,食料品,Stage2 Nouns (2),1071
secretary,sékrətèri,秘書,Stage2 Nouns (2),1072
dialect,dáiəlèkt,方言,Stage2 Nouns (2),1073
astronomy,əstrɑ'nəmi,天文学,Stage2 Nouns (2),1074
youngster,jʌ'ŋstər,子供,Stage2 Nouns (2),1075
substance,sʌ'bst(ə)ns,物質,Stage2 Nouns (2),1076
finding,fáindiŋ,発見,Stage2 Nouns (2),1077
strategy,stræ'təʤi,戦略,Stage2 Nouns (2),1078
lung,lʌ'ŋ,肺,Stage2 Nouns (2),1079
opponent,əpóunənt,敵,Stage2 Nouns (2),1080
ritual,ríʧuəl,儀式,Stage2 Nouns (2),1081
outcome,áutkʌm,結果,Stage2 Nouns (2),1082
conservation,kɑ`nsərvéiʃən,環境保護,Stage2 Nouns (2),1083
mammal,mæ'məl,哺乳類,Stage2 Nouns (2),1084
telescope,téləskòup,望遠鏡,Stage2 Nouns (2),1085
refugee,rèfjuʤí:,難民,Stage2 Nouns (2),1086
code,kóud,規則,Stage2 Nouns (2),1087
flavor,fléivər,風味,Stage2 Nouns (2),1088
particle,pɑ':rtikl,粒子,Stage2 Nouns (2),1089
nursing,nə':rsiŋ,看護,Stage2 Nouns (2),1090
suicide,sú:əsàid,自殺,Stage2 Nouns (2),1091
habitat,hæ'bitæ`t,生息地,Stage2 Nouns (2),1092
bullying,búliiŋ,いじめ,Stage2 Nouns (2),1093
dinosaur,dáinəsɔ`:r,恐竜,Stage2 Nouns (2),1094
council,káuns(ə)l,議会,Stage2 Nouns (2),1095
gender,ʤéndər,性別,Stage2 Nouns (2),1096
surgery,sə':rʤəri,手術,Stage2 Nouns (2),1097
innovation,ìnəvéiʃən,革新,Stage2 Nouns (2),1098
protein,próuti:n,タンパク質,Stage2 Nouns (2),1099
nutrition,n(j)u:tríʃən,栄養,Stage2 Nouns (2),1100
disaster,dizæ'stər,災害,Stage2 Nouns (2),1101
emission,imíʃən,排出,Stage2 Nouns (2),1102
ape,éip,類人猿,Stage2 Nouns (2),1103
molecule,mɑ'ləkjù:l,分子,Stage2 Nouns (2),1104
sweat,swét,汗,Stage2 Nouns (2),1105
transplant,trænsplæ'nt,移植,Stage2 Nouns (2),1106
species,spí:ʃi:z,種,Stage2 Nouns (2),1107
tip,típ,先,Stage2 Nouns (2),1108
cattle,kæ'tl,牛,Stage2 Nouns (2),1109
density,dénsəti,密度,Stage2 Nouns (2),1110
concept of,kɑ'nsept əv,概念,Stage2 Nouns (2),1111
pale,péil,青白い,Stage2 Adjectives (2),1112
precious,préʃəs,貴重な,Stage2 Adjectives (2),1113
loyal,lɔ'iəl,忠実な,Stage2 Adjectives (2),1114
isolated,áisəlèitid,孤立している,Stage2 Adjectives (2),1115
generous,ʤén(ə)rəs,気前のよい,Stage2 Adjectives (2),1116
tropical,trɑ'pikəl,熱帯,Stage2 Adjectives (2),1117
reluctant,rilʌ'ktənt,したがらない,Stage2 Adjectives (2),1118
vague,véig,漠然とした,Stage2 Adjectives (2),1119
vast,væ'st,広大な,Stage2 Adjectives (2),1120
numerous,n(j)ú:m(ə)rəs,たくさんの,Stage2 Adjectives (2),1121
rural,rú(ə)rəl,田舎の,Stage2 Adjectives (2),1122
widespread,wáidspred,広まっている,Stage2 Adjectives (2),1123
complicated,kɑ'mpləkèitid,複雑な,Stage2 Adjectives (2),1124
visible,vízəbl,目に見える,Stage2 Adjectives (2),1125
raw,rɔ':,生の,Stage2 Adjectives (2),1126
remote,rimóut,へんぴな,Stage2 Adjectives (2),1127
urgent,ə':rʤənt,緊急の,Stage2 Adjectives (2),1128
silly,síli,ばかな,Stage2 Adjectives (2),1129
striking,stráikiŋ,いちじるしい,Stage2 Adjectives (2),1130
adequate,æ'dikwət,十分な,Stage2 Adjectives (2),1131
extraordinary,ikstrɔ':rdənèri,並外れた,Stage2 Adjectives (2),1132
odd,ɑ'd,おかしな,Stage2 Adjectives (2),1133
abstract,æbstræ'kt,抽象的な,Stage2 Adjectives (2),1134
mutual,mjú:ʧuəl,相互の,Stage2 Adjectives (2),1135
excessive,iksésiv,過度の,Stage2 Adjectives (2),1136
ashamed,əʃéimd,恥ずかしい,Stage2 Adjectives (2),1137
tremendous,triméndəs,とてつもない,Stage2 Adjectives (2),1138
inevitable,inévətəbl,避けられない,Stage2 Adjectives (2),1139
pure,pjúər,純,Stage2 Adjectives (2),1140
stable,stéibl,安定した,Stage2 Adjectives (2),1141
indifferent,indíf(ə)rənt,無関心だ,Stage2 Adjectives (2),1142
aggressive,əgrésiv,攻撃的な,Stage2 Adjectives (2),1143
ultimate,ʌ'ltəmət,究極の,Stage2 Adjectives (2),1144
shy,ʃái,内気な,Stage2 Adjectives (2),1145
solar,sɑ'lər,太陽,Stage2 Adjectives (2),1146
profound,prəfáund,深い,Stage2 Adjectives (2),1147
subtle,sʌ'tl,微妙な,Stage2 Adjectives (2),1148
conservative,kənsə':rvətiv,保守,Stage2 Adjectives (2),1149
brave,bréiv,勇敢な,Stage2 Adjectives (2),1150
intense,inténs,強烈な,Stage2 Adjectives (2),1151
alcoholic,æ`lkəhɔ':lik,アルコールの,Stage2 Adjectives (2),1152
manual,mæ'njuəl,手を使う,Stage2 Adjectives (2),1153
cruel,krú:əl,残酷な,Stage2 Adjectives (2),1154
rational,ræ'ʃənl,理性的な,Stage2 Adjectives (2),1155
initial,iníʃəl,最初の,Stage2 Adjectives (2),1156
immune,imjú:n,免疫,Stage2 Adjectives (2),1157
linguistic,liŋgwístik,言語の,Stage2 Adjectives (2),1158
crucial,krú:ʃəl,重大な,Stage2 Adjectives (2),1159
verbal,və':rbəl,言葉による,Stage2 Adjectives (2),1160
optimistic,ɑ`ptəmístik,楽観的な,Stage2 Adjectives (2),1161
flexible,fléksəbl,柔軟な,Stage2 Adjectives (2),1162
grateful,gréitfəl,感謝している,Stage2 Adjectives (2),1163
lively,láivli,生き生きとした,Stage2 Adjectives (2),1164
overwhelming,òuvə(rh)wélmiŋ,圧倒的な,Stage2 Adjectives (2),1165
abundant,əbʌ'ndənt,豊富な,Stage2 Adjectives (2),1166
selfish,sélfiʃ,利己的な,Stage2 Adjectives (2),1167
ugly,ʌ'gli,みにくい,Stage2 Adjectives (2),1168
racial,réiʃəl,人種の,Stage2 Adjectives (2),1169
prominent,prɑ'mənənt,有名な,Stage2 Adjectives (2),1170
controversial,kɑ`ntrəvə':rʃəl,物議を呼ぶ,Stage2 Adjectives (2),1171
federal,féd(ə)rəl,連邦の,Stage2 Adjectives (2),1172
ridiculous,ridíkjuləs,ばかげた,Stage2 Adjectives (2),1173
imaginary,imæ'ʤənèri,架空の,Stage2 Adjectives (2),1174
harsh,hɑ':rʃ,厳しい,Stage2 Adjectives (2),1175
random,ræ'ndəm,無作為な,Stage2 Adjectives (2),1176
adolescent,æ`dəlésnt,思春期の,Stage2 Adjectives (2),1177
up-to-date,ʌ`ptədéit,最新の,Stage2 Adjectives (2),1178
liberal,líbər(ə)l,自由主義の,Stage2 Adjectives (2),1179
prior,práiər,前の,Stage2 Adjectives (2),1180
moderate,mɑ'd(ə)rət,適度な,Stage2 Adjectives (2),1181
fluent,flú:ənt,流ちょうな,Stage2 Adjectives (2),1182
elaborate,ilæ'bərət,手の込んだ,Stage2 Adjectives (2),1183
incredible,inkrédəbl,信じられない,Stage2 Adjectives (2),1184
radical,ræ'dikəl,根本的な,Stage2 Adjectives (2),1185
acid,æ'sid,酸性の,Stage2 Adjectives (2),1186
deaf,déf,耳が不自由な,Stage2 Adjectives (2),1187
medieval,mì:dií:vəl,中世の,Stage2 Adjectives (2),1188
ecological,èkəlɑ'ʤikəl,生態,Stage2 Adjectives (2),1189
slight,sláit,少しの,Stage2 Adjectives (2),1190
ignorant,ígnərənt,無知な,Stage2 Adjectives (2),1191
cognitive,kɑ'gnətiv,認知,Stage2 Adjectives (2),1192
absolutely,æ`bsəlú:tli,絶対に,Stage2 Adverbs etc. (2),1193
virtually,və':rʧuəli,ほとんど,Stage2 Adverbs etc. (2),1194
somewhat,sʌ'm(h)wʌ`t,多少,Stage2 Adverbs etc. (2),1195
merely,míərli,単に,Stage2 Adverbs etc. (2),1196
literally,lítərəli,文字通り,Stage2 Adverbs etc. (2),1197
seemingly,sí:miŋli,一見,Stage2 Adverbs etc. (2),1198
regardless,rigɑ':rdlis,関係なく,Stage2 Adverbs etc. (2),1199
thoroughly,θə':rouli,徹底的に,Stage2 Adverbs etc. (2),1200
submit,səbmít,Aに服従する、提出する,Stage3 Verbs (1),1201
tempt,témpt,誘惑する、する気にさせる,Stage3 Verbs (1),1202
resign,rizáin,辞職する,Stage3 Verbs (1),1203
conform,kənfɔ':rm,従う,Stage3 Verbs (1),1204
confine,kənfáin,限定する,Stage3 Verbs (1),1205
assemble,əsémbl,組み立てる,Stage3 Verbs (1),1206
dedicate,dédikèit,ささげる,Stage3 Verbs (1),1207
advocate,æ'dvəkèit,主張する,Stage3 Verbs (1),1208
thrive,θráiv,繁栄する,Stage3 Verbs (1),1209
provoke,prəvóuk,引き起こす,Stage3 Verbs (1),1210
dictate,díkteit,命じる、要求する、決定する,Stage3 Verbs (1),1211
exploit,éksplɔit,利用する、開発する,Stage3 Verbs (1),1212
surrender,səréndər,降伏する,Stage3 Verbs (1),1213
reproduce,rì:prədú:s,再生する、複製する、繁殖する[させる],Stage3 Verbs (1),1214
acknowledge,æknɑ'liʤ,認める,Stage3 Verbs (1),1215
swell,swél,ふくらむ,Stage3 Verbs (1),1216
shed,ʃéd,落とす,Stage3 Verbs (1),1217
wind,wínd,曲がる,Stage3 Verbs (1),1218
cite,sáit,引き合いに出す,Stage3 Verbs (1),1219
digest,diʤést,消化する,Stage3 Verbs (1),1220
skip,skíp,とばす、抜かす,Stage3 Verbs (1),1221
bind,báind,縛る、束縛する,Stage3 Verbs (1),1222
dissolve,dizɑ'lv,溶解する,Stage3 Verbs (1),1223
implement,ímpləmənt,実行する,Stage3 Verbs (1),1224
steer,stíər,操縦する,Stage3 Verbs (1),1225
congratulate,kəngræ'ʧulèit,祝福する,Stage3 Verbs (1),1226
designate,dézignèit,指定する,Stage3 Verbs (1),1227
violate,váiəlèit,破る、違反する,Stage3 Verbs (1),1228
presume,prizú:m,推定する、思う,Stage3 Verbs (1),1229
recruit,rikrú:t,(新人を)入れる,Stage3 Verbs (1),1230
coincide,kòuinsáid,同時に起きる、重なる,Stage3 Verbs (1),1231
enforce,infɔ':rs,施行する,Stage3 Verbs (1),1232
displace,displéis,とってかわる、故郷から追い出す,Stage3 Verbs (1),1233
shrink,ʃríŋk,縮む、縮ませる、減る,Stage3 Verbs (1),1234
betray,bitréi,裏切る、もらす,Stage3 Verbs (1),1235
comprise,kəmpráiz,構成される、構成する、占める,Stage3 Verbs (1),1236
indulge,indʌ'lʤ,ふける,Stage3 Verbs (1),1237
penetrate,pénətrèit,入り込む,Stage3 Verbs (1),1238
devastate,dévəstèit,壊滅させる,Stage3 Verbs (1),1239
plunge,plʌ'nʤ,突っ込む,Stage3 Verbs (1),1240
bounce,báuns,はね返る,Stage3 Verbs (1),1241
contradict,kɑ`ntrədíkt,矛盾する,Stage3 Verbs (1),1242
prescribe,priskráib,処方する,Stage3 Verbs (1),1243
oppress,əprés,しいたげる,Stage3 Verbs (1),1244
cherish,ʧériʃ,胸に抱く,Stage3 Verbs (1),1245
illuminate,ilú:mənèit,照らす、解明する,Stage3 Verbs (1),1246
trigger,trígər,きっかけになる,Stage3 Verbs (1),1247
commute,kəmjú:t,通勤する、通学する,Stage3 Verbs (1),1248
induce,ind(j)ú:s,誘う,Stage3 Verbs (1),1249
utilize,jú:t(ə)làiz,利用する,Stage3 Verbs (1),1250
snap,snæ'p,ポキンと折れる、ポキンと折る,Stage3 Verbs (1),1251
donate,dóuneit,提供する,Stage3 Verbs (1),1252
hatch,hæ'ʧ,(卵?ヒナ)かえす、かえる,Stage3 Verbs (1),1253
enclose,inklóuz,囲む,Stage3 Verbs (1),1254
prevail,privéil,普及している、広まる,Stage3 Verbs (1),1255
sigh,sái,ため息をつく,Stage3 Verbs (1),1256
leak,lí:k,漏れる、漏らす,Stage3 Verbs (1),1257
compel,kəmpél,強制する,Stage3 Verbs (1),1258
crush,krʌ'ʃ,押しつぶす,Stage3 Verbs (1),1259
comprehend,kɑ`mprihénd,理解する,Stage3 Verbs (1),1260
negotiate,nigóuʃièit,交渉する,Stage3 Verbs (1),1261
persist,pərsíst,持続する、残る,Stage3 Verbs (1),1262
multiply,mʌ'ltəplài,増やす、増える、掛ける,Stage3 Verbs (1),1263
conceive,kənsí:v,想像する,Stage3 Verbs (1),1264
compensate,kɑ'mpənsèit,埋め合わせる,Stage3 Verbs (1),1265
suspend,səspénd,中止する、つるす,Stage3 Verbs (1),1266
stir,stə':r,かきたてる,Stage3 Verbs (1),1267
soak,sóuk,浸す、びしょぬれにする、吸収する,Stage3 Verbs (1),1268
refine,rifáin,洗練する、磨きをかける,Stage3 Verbs (1),1269
arouse,əráuz,刺激する、かき立てる,Stage3 Verbs (1),1270
precede,prisí:d,先行する,Stage3 Verbs (1),1271
render,réndər,OをCにする、変える,Stage3 Verbs (1),1272
mount,máunt,すえつける、乗る,Stage3 Verbs (1),1273
retreat,ritrí:t,退く,Stage3 Verbs (1),1274
startle,stɑ':rtl,驚かせる,Stage3 Verbs (1),1275
dare,déər,する勇気がある,Stage3 Verbs (1),1276
sphere,sfíər,領域、範囲,Stage3 Nouns (1),1277
sequence,sí:kwəns,連続、順番、順序,Stage3 Nouns (1),1278
deposit,dipɑ'zit,預金、頭金、堆積物,Stage3 Nouns (1),1279
poll,pɑ'l,世論調査、投票,Stage3 Nouns (1),1280
caution,kɔ':ʃən,用心,Stage3 Nouns (1),1281
rage,réiʤ,激怒、怒り,Stage3 Nouns (1),1282
formula,fɔ':rmjulə,式、公式、方法、秘訣、解決策,Stage3 Nouns (1),1283
plot,plɑ't,筋、たくらみ、陰謀,Stage3 Nouns (1),1284
scope,skóup,範囲,Stage3 Nouns (1),1285
norm,nɔ':rm,規範,Stage3 Nouns (1),1286
disgust,disgʌ'st,嫌悪,Stage3 Nouns (1),1287
compromise,kɑ'mprəmàiz,妥協,Stage3 Nouns (1),1288
supervisor,sú:pərvàizər,監督者,Stage3 Nouns (1),1289
paradox,pæ'rədɑ`ks,逆説,Stage3 Nouns (1),1290
tissue,tíʃu:,(生物の)組織；ティッシュペーパー,Stage3 Nouns (1),1291
breakdown,bréikdaun,崩壊,Stage3 Nouns (1),1292
Initiative,iníʃiətiv,構想、主導権、,Stage3 Nouns (1),1293
fabric,fæ'brik,織物、布,Stage3 Nouns (1),1294
publicity,pʌblísəti,宣伝、広告,Stage3 Nouns (1),1295
summit,sʌ'mit,頂上、頂点、首脳会議,Stage3 Nouns (1),1296
flock,flɑ'k,群れ,Stage3 Nouns (1),1297
plague,pléig,疫病,Stage3 Nouns (1),1298
haste,héist,急ぐこと,Stage3 Nouns (1),1299
nap,næ'p,うたた寝,Stage3 Nouns (1),1300
ally,əlái,同盟国,Stage3 Nouns (1),1301
draft,dræ'ft,下書き、草稿,Stage3 Nouns (1),1302
spectacle,spéktəkl,光景,Stage3 Nouns (1),1303
premise,prémis,前提,Stage3 Nouns (1),1304
asset,æ'set,財産,Stage3 Nouns (1),1305
lag,læ'g,遅れ,Stage3 Nouns (1),1306
therapy,θérəpi,療法、治療法,Stage3 Nouns (1),1307
reception,risépʃən,もてなし,Stage3 Nouns (1),1308
compound,kɑ'mpaund,化合物,Stage3 Nouns (1),1309
blessing,blésiŋ,ありがたいもの、恵み,Stage3 Nouns (1),1310
sensation,senséiʃən,感覚、感じ,Stage3 Nouns (1),1311
recession,rì:séʃən,不景気、不況,Stage3 Nouns (1),1312
pole,póul,棒、極,Stage3 Nouns (1),1313
outlook,áutluk,態度、考え方、見通し、見込み,Stage3 Nouns (1),1314
endeavor,indévər,活動,Stage3 Nouns (1),1315
mercy,mə':rsi,慈悲、情け,Stage3 Nouns (1),1316
counterpart,káuntəpɑ:t,相当するもの,Stage3 Nouns (1),1317
session,séʃən,期間、討論,Stage3 Nouns (1),1318
spectrum,spéktrəm,変動範囲、領域,Stage3 Nouns (1),1319
junk,ʤʌ'ŋk,くず、がらくた,Stage3 Nouns (1),1320
worship,wə':rʃip,崇拝,Stage3 Nouns (1),1321
apt,æ'pt,しがちである、する傾向がある,Stage3 Adjectives (1),1322
humble,hʌ'mbl,謙虚な、粗末な,Stage3 Adjectives (1),1323
entitled,entáitld,得る権利がある、題された,Stage3 Adjectives (1),1324
valid,væ'lid,妥当な、正当な,Stage3 Adjectives (1),1325
faint,féint,かすかな,Stage3 Adjectives (1),1326
stiff,stíf,堅い,Stage3 Adjectives (1),1327
obscure,əbskjúər,わかりにくい,Stage3 Adjectives (1),1328
fierce,fíərs,激しい,Stage3 Adjectives (1),1329
acute,əkjú:t,(問題が)深刻な、(感覚・痛みが)鋭い,Stage3 Adjectives (1),1330
idle,áidl,(仕事がなくて)何もしていない,Stage3 Adjectives (1),1331
crude,krú:d,粗末な、粗野な,Stage3 Adjectives (1),1332
jealous,ʤéləs,嫉妬深い、羨ましい,Stage3 Adjectives (1),1333
pregnant,prégnənt,妊娠している,Stage3 Adjectives (1),1334
liable,láiəbl,しがちである、可能性が高い,Stage3 Adjectives (1),1335
stubborn,stʌ'bərn,頑固な,Stage3 Adjectives (1),1336
decent,dí:snt,まともな,Stage3 Adjectives (1),1337
marvelous,mɑ':rv(ə)ləs,驚くべき,Stage3 Adjectives (1),1338
misleading,mislí:diŋ,誤解を招く,Stage3 Adjectives (1),1339
synthetic,sinθétik,合成の,Stage3 Adjectives (1),1340
classical,klæ'sikəl,クラシックの,Stage3 Adjectives (1),1341
Muslim,mʌ'zlim,イスラム教の,Stage3 Adjectives (1),1342
anticipate,æntísəpèit,予想する,Stage3 Verbs (2),1343
rub,rʌ'b,こする,Stage3 Verbs (2),1344
dispose,dispóuz,処理する,Stage3 Verbs (2),1345
refrain,rifréin,控える,Stage3 Verbs (2),1346
accumulate,əkjú:mjulèit,蓄積する,Stage3 Verbs (2),1347
boost,bú:st,活気づける,Stage3 Verbs (2),1348
drag,dræ'g,引きずる,Stage3 Verbs (2),1349
revise,riváiz,修正する,Stage3 Verbs (2),1350
scratch,skræ'ʧ,かく,Stage3 Verbs (2),1351
roar,rɔ':r,ほえる,Stage3 Verbs (2),1352
quote,kwóut,引用する,Stage3 Verbs (2),1353
bloom,blú:m,咲く,Stage3 Verbs (2),1354
insert,insə':rt,差し込む,Stage3 Verbs (2),1355
awaiting,əwéitiŋ,待つ,Stage3 Verbs (2),1356
dread,dréd,恐れる,Stage3 Verbs (2),1357
conceal,kənsí:l,隠す,Stage3 Verbs (2),1358
enrich,inríʧ,豊かにする,Stage3 Verbs (2),1359
cling,klíŋ,固執する,Stage3 Verbs (2),1360
